city_name,city_code,region,sector_name,delivery_delay,delivery_price,return_price,delivery_driver_price
MARRAKECH VILLE,MARV,MARRAKECH-SAFI,MARRAKECH - AZLI,24H,35.00,0.00,0.00
MARRAKECH VILLE,MARV,MARRAKECH-SAFI,MARRAKECH - LA PALMERAIE,24H,35.00,0.00,0.00
MARRAKECH VILLE,MARV,MARRAKECH-SAFI,LES PORTES DE MARRAKESH,24H,35.00,0.00,0.00
MARRAKECH VILLE,MARV,MARRAKECH-SAFI,MARRAKECH - DAOUDIATE,24H,35.00,0.00,0.00
MARRAKECH VILLE,MARV,MARRAKECH-SAFI,MARRAKECH - SIDI GHANEM,24H,35.00,0.00,0.00
MARRAKECH VILLE,MARV,MARRAKECH-SAFI,MARRAKECH - TARGA,24H,35.00,0.00,0.00
MARRAKECH VILLE,MARV,MARRAKECH-SAFI,MARRAKECH - MASSIRA,24H,35.00,0.00,0.00
MARRAKECH VILLE,MARV,MARRAKECH-SAFI,MARRAKECH - AIN MEZOUAR,24H,35.00,0.00,0.00
MARRAKECH VILLE,MARV,MARRAKECH-SAFI,MARRAKECH - SAADA,24H,35.00,0.00,0.00
MARRAKECH VILLE,MARV,MARRAKECH-SAFI,MARRAKECH - AZZOUZIA,24H,35.00,0.00,0.00
MARRAKECH REGION,MARR,MARRAKECH-SAFI,SIDI ZOUINE,48H-72H,45.00,0.00,0.00
MARRAKECH REGION,MARR,MARRAKECH-SAFI,SOUIHLA,48H-72H,45.00,0.00,0.00
MARRAKECH REGION,MARR,MARRAKECH-SAFI,BENI GUERIR,48H-72H,45.00,0.00,0.00
MARRAKECH REGION,MARR,MARRAKECH-SAFI,TAMANSOURT,48H-72H,45.00,0.00,0.00
MARRAKECH REGION,MARR,MARRAKECH-SAFI,CHICHAOUA,48H-72H,45.00,0.00,0.00
MARRAKECH REGION,MARR,MARRAKECH-SAFI,MZOUDIA,48H-72H,45.00,0.00,0.00
MARRAKECH REGION,MARR,MARRAKECH-SAFI,OUAHAT SIDI BRAHIM,48H-72H,45.00,0.00,0.00
MARRAKECH REGION,MARR,MARRAKECH-SAFI,SIDI MOKHTAR,48H-72H,45.00,0.00,0.00
MARRAKECH REGION,MARR,MARRAKECH-SAFI,EL KELAA DES SRAGHNA,48H-72H,45.00,0.00,0.00
MARRAKECH REGION,MARR,MARRAKECH-SAFI,LAATTAOUIA,48H-72H,45.00,0.00,0.00
MARRAKECH REGION,MARR,MARRAKECH-SAFI,LAATAMNA,48H-72H,45.00,0.00,0.00
MARRAKECH REGION,MARR,MARRAKECH-SAFI,SIDI BOU OTHMANE,48H-72H,45.00,0.00,0.00
MARRAKECH REGION,MARR,MARRAKECH-SAFI,SKHOUR REHAMNA,48H-72H,45.00,0.00,0.00
MARRAKECH REGION,MARR,MARRAKECH-SAFI,TAMALLALT,48H-72H,45.00,0.00,0.00
MARRAKECH REGION,MARR,MARRAKECH-SAFI,AIT OURIR,48H-72H,45.00,0.00,0.00
MARRAKECH REGION,MARR,MARRAKECH-SAFI,CHOUITER,48H-72H,45.00,0.00,0.00
MARRAKECH REGION,MARR,MARRAKECH-SAFI,TAMSLOUHT,48H-72H,45.00,0.00,0.00
MARRAKECH REGION,MARR,MARRAKECH-SAFI,AMZMIZ,48H-72H,45.00,0.00,0.00
SAFI,SAF,MARRAKECH-SAFI,SAFI,24H,35.00,0.00,0.00
SAFI VILLE,SAFV,MARRAKECH-SAFI,Ville Nouvelle,24H,35.00,0.00,0.00
SAFI VILLE,SAFV,MARRAKECH-SAFI,Médina,24H,35.00,0.00,0.00
SAFI VILLE,SAFV,MARRAKECH-SAFI,Bab Chaaba,24H,35.00,0.00,0.00
SAFI VILLE,SAFV,MARRAKECH-SAFI,Bab Agnaou,24H,35.00,0.00,0.00
SAFI VILLE,SAFV,MARRAKECH-SAFI,Bab Lakouas,24H,35.00,0.00,0.00
SAFI VILLE,SAFV,MARRAKECH-SAFI,Plateau,24H,35.00,0.00,0.00
SAFI VILLE,SAFV,MARRAKECH-SAFI,Hay Mohammed V,24H,35.00,0.00,0.00
SAFI VILLE,SAFV,MARRAKECH-SAFI,Hay Salam,24H,35.00,0.00,0.00
SAFI VILLE,SAFV,MARRAKECH-SAFI,Hay Anas,24H,35.00,0.00,0.00
SAFI VILLE,SAFV,MARRAKECH-SAFI,Hay Riad,24H,35.00,0.00,0.00
SAFI VILLE,SAFV,MARRAKECH-SAFI,Hay Essalam,24H,35.00,0.00,0.00
SAFI VILLE,SAFV,MARRAKECH-SAFI,Hay Al Wahda,24H,35.00,0.00,0.00
SAFI VILLE,SAFV,MARRAKECH-SAFI,Hay Al Massira,24H,35.00,0.00,0.00
SAFI VILLE,SAFV,MARRAKECH-SAFI,Hay El Qods,24H,35.00,0.00,0.00
SAFI VILLE,SAFV,MARRAKECH-SAFI,Hay Al Wifaq,24H,35.00,0.00,0.00
SAFI VILLE,SAFV,MARRAKECH-SAFI,Hay Chrifa,24H,35.00,0.00,0.00
SAFI VILLE,SAFV,MARRAKECH-SAFI,Lalla Hnia Hamria,24H,35.00,0.00,0.00
SAFI VILLE,SAFV,MARRAKECH-SAFI,Sidi Abdelkrim,24H,35.00,0.00,0.00
SAFI VILLE,SAFV,MARRAKECH-SAFI,Sidi Bouzid,24H,35.00,0.00,0.00
SAFI VILLE,SAFV,MARRAKECH-SAFI,Koudiat Ben Idriss,24H,35.00,0.00,0.00
SAFI VILLE,SAFV,MARRAKECH-SAFI,Jrifat,24H,35.00,0.00,0.00
SAFI VILLE,SAFV,MARRAKECH-SAFI,Kariat Chems,24H,35.00,0.00,0.00
SAFI VILLE,SAFV,MARRAKECH-SAFI,Miftah Al Khair,24H,35.00,0.00,0.00
SAFI VILLE,SAFV,MARRAKECH-SAFI,Al Massira,24H,35.00,0.00,0.00
SAFI VILLE,SAFV,MARRAKECH-SAFI,Al Inbiaat,24H,35.00,0.00,0.00
SAFI VILLE,SAFV,MARRAKECH-SAFI,Dar Si Aissa,24H,35.00,0.00,0.00
SAFI VILLE,SAFV,MARRAKECH-SAFI,Azib Derai,24H,35.00,0.00,0.00
SAFI VILLE,SAFV,MARRAKECH-SAFI,Sidi Ouassel,24H,35.00,0.00,0.00
SAFI VILLE,SAFV,MARRAKECH-SAFI,Rbat,24H,35.00,0.00,0.00
SAFI REGION,SAFR,MARRAKECH-SAFI,CHEMAIA,48H,45.00,0.00,0.00
SAFI REGION,SAFR,MARRAKECH-SAFI,JAMAAT SHAIM,48H,45.00,0.00,0.00
SAFI REGION,SAFR,MARRAKECH-SAFI,YOUSSOUFIA,48H,45.00,0.00,0.00
SAFI REGION,SAFR,MARRAKECH-SAFI,TLETA SIDI BOUGUEDRA,48H,45.00,0.00,0.00
SAFI REGION,SAFR,MARRAKECH-SAFI,TALEMEST,48H,45.00,0.00,0.00
SAFI REGION,SAFR,MARRAKECH-SAFI,SOUIRA KEDIMA,48H,45.00,0.00,0.00
SAFI REGION,SAFR,MARRAKECH-SAFI,ZAOUIA BEN HMIDA,48H,45.00,0.00,0.00
SAFI REGION,SAFR,MARRAKECH-SAFI,ARBAA IDA OUGOURD,48H,45.00,0.00,0.00
SAFI REGION,SAFR,MARRAKECH-SAFI,MOULAY BOUZARQTOUNE,48H,45.00,0.00,0.00
SAFI REGION,SAFR,MARRAKECH-SAFI,AKERMOUD,48H,45.00,0.00,0.00
SAFI REGION,SAFR,MARRAKECH-SAFI,SIDI ISHAQ,48H,45.00,0.00,0.00
SAFI REGION,SAFR,MARRAKECH-SAFI,OUNAGHA,48H,45.00,0.00,0.00
SAFI REGION,SAFR,MARRAKECH-SAFI,SEBT GZOULA,48H,45.00,0.00,0.00
SAFI REGION,SAFR,MARRAKECH-SAFI,ESSAOUIRA,48H,45.00,0.00,0.00
SAFI REGION,SAFR,MARRAKECH-SAFI,BADOUZA,48H,45.00,0.00,0.00
BENI MELLAL,BENM,BENI MELLAL-KHENIFRA,BENI MELLAL,24H,35.00,0.00,0.00
BENI MELLAL REGION,BENMR,BENI MELLAL-KHENIFRA,FKIH BEN SALAH,48H-72H,40.00,0.00,0.00
BENI MELLAL REGION,BENMR,BENI MELLAL-KHENIFRA,HAD BRADIA,48H-72H,40.00,0.00,0.00
BENI MELLAL REGION,BENMR,BENI MELLAL-KHENIFRA,KASBA TADLA,48H-72H,40.00,0.00,0.00
BENI MELLAL REGION,BENMR,BENI MELLAL-KHENIFRA,SEBT OULAD NEMMA,48H-72H,40.00,0.00,0.00
BENI MELLAL REGION,BENMR,BENI MELLAL-KHENIFRA,AFOURER,48H-72H,40.00,0.00,0.00
BENI MELLAL REGION,BENMR,BENI MELLAL-KHENIFRA,OUZOUD,48H-72H,40.00,0.00,0.00
BENI MELLAL REGION,BENMR,BENI MELLAL-KHENIFRA,FERYATA,48H-72H,40.00,0.00,0.00
BENI MELLAL REGION,BENMR,BENI MELLAL-KHENIFRA,EL KSIBA,48H-72H,40.00,0.00,0.00
BENI MELLAL REGION,BENMR,BENI MELLAL-KHENIFRA,ZAOUIAT CHEIKH,48H-72H,40.00,0.00,0.00
BENI MELLAL REGION,BENMR,BENI MELLAL-KHENIFRA,BINE EL OUIDANE,48H-72H,40.00,0.00,0.00
BENI MELLAL REGION,BENMR,BENI MELLAL-KHENIFRA,OULAD AYAD,48H-72H,40.00,0.00,0.00
KHOURIBGA,KHO,BENI MELLAL-KHENIFRA,KHOURIBGA,24H,35.00,0.00,0.00
KHOURIBGA REGION,KHOR,BENI MELLAL-KHENIFRA,BEJAAD,48H,40.00,0.00,0.00
KHOURIBGA REGION,KHOR,BENI MELLAL-KHENIFRA,BOUJNIBA,48H,40.00,0.00,0.00
KHOURIBGA REGION,KHOR,BENI MELLAL-KHENIFRA,OUED ZEM,48H,40.00,0.00,0.00
KHOURIBGA REGION,KHOR,BENI MELLAL-KHENIFRA,AZILAL,48H,40.00,0.00,0.00
KHENIFRA,KHE,BENI MELLAL-KHENIFRA,KHENIFRA,48H-72H,35.00,0.00,0.00
KHENIFRA REGION,KHER,BENI MELLAL-KHENIFRA,MRIRT,48H-72H,40.00,0.00,0.00
KHENIFRA REGION,KHER,BENI MELLAL-KHENIFRA,AGUELMOUSS,48H-72H,40.00,0.00,0.00
KHENIFRA REGION,KHER,BENI MELLAL-KHENIFRA,KAHF NSOUR,48H-72H,40.00,0.00,0.00
KHENIFRA REGION,KHER,BENI MELLAL-KHENIFRA,AIT ISHAK,48H-72H,40.00,0.00,0.00
KHENIFRA REGION,KHER,BENI MELLAL-KHENIFRA,TIGHESSALINE,48H-72H,40.00,0.00,0.00
LAAYOUNE,LAA,LAAYOUN-DAKHLA,LAAYOUNE,48H-96H,45.00,0.00,0.00
LAAYOUNE REGION,LAAR,LAAYOUN-DAKHLA,FOUM EL OUED,48H-96H,45.00,0.00,0.00
LAAYOUNE REGION,LAAR,LAAYOUN-DAKHLA,BOUJDOUR,48H-96H,45.00,0.00,0.00
LAAYOUNE REGION,LAAR,LAAYOUN-DAKHLA,SMARA,48H-96H,45.00,0.00,0.00
LAAYOUNE REGION,LAAR,LAAYOUN-DAKHLA,TARFAYA,48H-96H,45.00,0.00,0.00
LAAYOUNE REGION,LAAR,LAAYOUN-DAKHLA,AOUSRED,48H-96H,45.00,0.00,0.00
LAAYOUNE REGION,LAAR,LAAYOUN-DAKHLA,DAKHLA,48H-96H,45.00,0.00,0.00
LAAYOUNE REGION,LAAR,LAAYOUN-DAKHLA,TAN TAN,48H-96H,45.00,0.00,0.00
OUARZAZATE,OUA,DARAA-TAFILELT,OUARZAZATE,24H,40.00,0.00,0.00
OUARZAZATE REGION,OUAR,DARAA-TAFILELT,BOUMALNE DADES,48H-72H,45.00,0.00,0.00
OUARZAZATE REGION,OUAR,DARAA-TAFILELT,TINGHIR,48H-72H,45.00,0.00,0.00
OUARZAZATE REGION,OUAR,DARAA-TAFILELT,AGDZ,48H-72H,45.00,0.00,0.00
OUARZAZATE REGION,OUAR,DARAA-TAFILELT,ZAGORA,48H-72H,45.00,0.00,0.00
OUARZAZATE REGION,OUAR,DARAA-TAFILELT,TAZNAKHT,48H-72H,45.00,0.00,0.00
OUARZAZATE REGION,OUAR,DARAA-TAFILELT,MHAMID GHIZLANE,48H-72H,45.00,0.00,0.00
OUARZAZATE REGION,OUAR,DARAA-TAFILELT,NKOB,48H-72H,45.00,0.00,0.00
OUARZAZATE REGION,OUAR,DARAA-TAFILELT,BOUDNIB,48H-72H,45.00,0.00,0.00
OUARZAZATE REGION,OUAR,DARAA-TAFILELT,ARFOUD,48H-72H,45.00,0.00,0.00
OUARZAZATE REGION,OUAR,DARAA-TAFILELT,MERZOUGA,48H-72H,45.00,0.00,0.00
OUARZAZATE REGION,OUAR,DARAA-TAFILELT,GOULMIMA,48H-72H,45.00,0.00,0.00
OUARZAZATE REGION,OUAR,DARAA-TAFILELT,ERRICH,48H-72H,45.00,0.00,0.00
OUARZAZATE REGION,OUAR,DARAA-TAFILELT,RISSANI,48H-72H,45.00,0.00,0.00
OUARZAZATE REGION,OUAR,DARAA-TAFILELT,ERRACHIDIA,48H-72H,45.00,0.00,0.00
OUARZAZATE REGION,OUAR,DARAA-TAFILELT,MISSOUR,48H-72H,45.00,0.00,0.00
OUARZAZATE REGION,OUAR,DARAA-TAFILELT,TOUNFITE,48H-72H,45.00,0.00,0.00
OUARZAZATE REGION,OUAR,DARAA-TAFILELT,OUTAT EL HAJ,48H-72H,45.00,0.00,0.00
OUARZAZATE REGION,OUAR,DARAA-TAFILELT,JORF,48H-72H,45.00,0.00,0.00
